date,pm25,pm10,o3,no2,so2,co
2017-09-03,121.0,75.0,71.0,17.0,2.0,8.0
2017-09-04,153.0,47.0,34.0,17.0,1.0,6.0
2017-09-05,90.0,56.0,5.793150768616151,36.0,1.0,5.0
2017-09-06,57.0,57.694611550197386,0.0,46.34321346048427,0.8918016668563531,4.333397263419536
2017-09-10,20.54305282302755,23.0,35.0,19.0,1.0,3.0
2017-09-11,31.0,59.0,49.0,25.0,2.419963934390201,5.0
2017-09-12,66.0,93.0,85.0,35.0,3.0,10.0
2017-09-13,141.0,86.0,76.0,22.0,2.0,9.0
2017-09-14,144.0,76.0,47.0,32.0,2.0,8.0
2017-09-15,129.0,102.0,70.0,39.0,2.0,11.0
2017-09-16,168.0,32.0,38.0,18.0,1.0,3.0
2017-09-17,42.0,61.0,67.0,30.0,1.0,5.0
2017-09-18,67.0,42.0,35.0,24.0,1.0,3.0
2017-09-19,44.0,47.0,35.0,26.0,1.0,3.0
2017-09-20,44.0,99.0,64.0,45.0,5.0,11.0
2017-09-21,136.0,64.0,34.0,21.0,1.0,5.0
2017-09-22,65.0,133.0,60.0,39.0,4.0,9.0
2017-09-23,130.0,108.0,74.0,35.0,2.0,11.0
2017-09-24,145.0,90.0,67.0,25.0,5.0,14.0
2017-09-25,137.0,50.0,22.0,24.0,1.0,8.0
2017-09-26,94.0,52.0,12.0,27.0,3.0,10.0
2017-09-27,76.0,27.0,28.0,14.0,1.0,2.0
2017-09-28,32.0,76.0,24.0,40.0,4.0,7.0
2017-09-29,114.0,95.0,53.0,38.0,2.0,10.0
2017-09-30,167.0,59.0,34.0,28.0,1.0,7.0
2017-10-01,109.0,38.0,11.0,18.0,2.0,4.0
2017-10-02,49.0,34.0,22.0,18.0,1.0,3.0
2017-10-03,50.0,50.0,29.0,20.0,2.0,4.0
2017-10-04,76.0,55.0,36.0,16.0,3.0,5.0
2017-10-05,115.0,60.0,38.0,22.0,2.0,6.0
2017-10-06,135.0,83.0,2.0,38.0,2.0,10.0
2017-10-07,174.0,102.0,0.0,36.0,1.0,12.0
2017-10-08,183.0,10.0,13.0,16.0,0.11963992316045313,6.0
2017-10-09,84.0,9.0,16.0,8.0,0.0,2.0
2017-10-10,18.0,18.0,17.0,15.0,0.1469592162915187,4.0
2017-10-11,41.0,32.0,15.0,22.0,1.0,4.0
2017-10-12,72.0,57.0,18.0,32.0,2.0,9.0
2017-10-13,112.0,33.0,9.0,25.0,2.0,5.0
2017-10-14,46.0,48.0,16.0,23.0,2.0,10.0
2017-10-15,117.0,50.0,24.0,22.0,2.0,8.0
2017-10-16,102.0,64.0,18.0,29.0,2.0,10.0
2017-10-17,147.0,16.0,10.0,26.0,1.0,10.0
2017-10-18,151.0,57.0,25.0,24.0,2.0,12.0
2017-10-19,140.0,85.0,18.0,28.0,2.0,14.0
2017-10-20,170.0,60.0,28.0,20.0,3.0,12.0
2017-10-21,139.0,50.0,11.0,24.0,3.0,9.0
2017-10-22,98.0,39.0,20.0,22.0,1.0,6.0
2017-10-23,84.0,61.0,28.0,25.0,1.0,9.0
2017-10-24,140.0,76.0,11.0,31.0,1.0,12.0
2017-10-25,172.0,111.0,2.0,41.0,1.0,15.0
2017-10-26,196.0,79.35536796937588,20.0,35.0,1.0,14.0
2017-10-27,218.0,27.0,23.0,14.0,1.0,5.0
2017-10-28,79.0,18.0,23.0,13.0,1.0,2.0
2017-10-29,23.0,32.0,17.0,22.0,1.0,3.0
2017-10-30,49.0,78.0,2.0,36.0,2.0,9.0
2017-10-31,135.0,73.0,9.0,40.0,2.0,9.0
2017-11-01,142.0,64.0,19.0,31.0,4.0,9.0
2017-11-02,121.0,25.0,22.0,15.0,1.0,1.0
2017-11-03,31.0,49.0,19.0,30.0,2.0,7.0
2017-11-04,98.0,82.0,13.0,37.0,3.0,11.0
2017-11-05,169.0,100.0,18.0,38.0,2.0,14.0
2017-11-06,196.0,68.0,26.0,26.0,1.0,9.0
2017-11-07,132.0,34.0,10.0,25.0,5.0,7.0
2017-11-08,64.0,70.0,4.0,34.0,3.0,12.0
2017-11-09,134.0,37.0,23.0,8.0,1.0,3.0
2017-11-10,33.0,27.0,14.0,18.0,2.0,2.0
2017-11-11,51.0,68.0,4.0,32.0,2.0,9.0
2017-11-12,143.0,58.0,24.0,16.0,1.0,5.0
2017-11-13,75.0,22.0,25.0,13.0,1.0,3.0
2017-11-14,41.0,37.0,21.0,23.0,1.0,4.0
2017-11-15,62.0,69.0,6.0,38.0,6.0,11.0
2017-11-16,148.0,50.0,25.0,17.0,3.0,6.0
2017-11-17,73.0,41.0,24.0,15.0,3.0,5.0
2017-11-18,84.0,85.0,5.0,37.0,5.0,11.0
2017-11-19,172.0,92.0,10.0,43.0,6.0,16.0
2017-11-20,179.0,113.0,25.0,51.0,7.0,18.0
2017-11-21,188.0,35.0,25.0,10.0,1.0,2.0
2017-11-22,35.0,27.0,16.0,9.0,1.0,2.0
2017-11-23,31.0,34.0,18.0,15.0,3.0,5.0
2017-11-24,61.0,66.0,3.0,36.0,4.0,9.0
2017-11-25,129.0,26.0,24.0,11.0,1.0,2.0
2017-11-26,40.0,68.0,4.0,33.0,5.0,11.0
2017-11-27,152.0,66.0,22.0,20.0,3.0,9.0
2017-11-28,96.0,32.0,13.0,18.0,1.0,3.0
2017-11-29,46.0,40.0,21.0,21.0,3.0,5.0
2017-11-30,77.0,81.0,8.0,37.0,7.0,11.0
2017-12-01,158.0,130.0,2.0,59.0,10.0,22.0
2017-12-02,219.0,56.0,24.0,22.0,2.0,9.0
2017-12-03,93.0,23.0,22.0,8.0,1.0,2.0
2017-12-04,26.0,38.0,15.0,21.0,2.0,4.0
2017-12-05,62.0,49.0,22.0,23.0,4.0,6.0
2017-12-06,83.0,26.0,20.0,10.0,1.0,2.0
2017-12-07,35.0,43.0,9.0,23.0,2.0,6.0
2017-12-08,74.0,50.0,16.0,31.0,3.0,8.0
2017-12-09,93.0,41.0,26.0,8.0,1.0,1.0
2017-12-10,35.0,20.0,24.0,9.0,1.0,2.0
2017-12-11,31.0,26.0,13.0,15.0,2.0,4.0
2017-12-12,48.0,47.0,6.0,26.0,3.0,7.0
2017-12-13,95.0,67.0,4.0,34.0,11.0,18.0
2017-12-14,157.0,45.0,23.0,19.0,3.0,8.0
2017-12-15,84.0,46.0,22.0,5.0,1.0,1.0
2017-12-16,38.0,50.0,18.0,24.0,2.0,6.0
2017-12-17,84.0,45.0,25.0,9.0,2.0,1.0
2017-12-18,46.0,54.0,13.0,24.0,4.0,5.0
2017-12-19,90.0,38.0,24.0,21.0,2.0,5.0
2017-12-20,60.0,63.0,7.0,39.0,6.0,11.0
2017-12-21,116.0,60.0,21.0,33.0,5.0,12.0
2017-12-22,104.0,51.0,4.0,34.0,7.0,10.0
2017-12-23,103.0,47.0,27.0,9.0,2.0,3.0
2017-12-24,54.0,42.0,15.0,21.0,4.0,5.0
2017-12-25,90.0,38.0,16.0,22.0,3.0,4.0
2017-12-26,68.0,67.0,5.0,32.0,6.0,11.0
2017-12-27,156.0,86.0,23.0,34.0,6.0,16.0
2017-12-28,180.0,119.0,19.0,45.0,3.0,28.0
2017-12-29,232.0,84.0,17.0,31.0,2.0,18.0
2017-12-30,169.0,52.0,12.0,23.0,2.0,6.0
2017-12-31,89.0,50.0,13.0,21.0,6.0,10.0
2018-01-01,101.0,43.0,20.0,18.0,3.0,7.0
2018-01-02,86.0,26.0,20.0,10.0,2.0,3.0
2018-01-03,43.0,23.0,15.0,17.0,1.0,4.0
2018-01-04,48.0,50.0,16.0,28.0,3.0,8.0
2018-01-05,89.0,23.0,21.0,19.0,1.0,3.0
2018-01-06,42.0,54.0,21.0,26.0,6.0,8.0
2018-01-07,108.0,50.0,24.0,6.0,2.0,2.0
2018-01-08,51.0,30.0,25.0,6.0,1.0,2.0
2018-01-09,31.0,25.0,24.0,5.0,1.0,2.0
2018-01-10,27.0,22.0,22.0,11.0,2.0,3.0
2018-01-11,36.0,57.0,6.0,40.0,5.0,11.0
2018-01-12,116.0,79.0,5.0,43.0,7.0,16.0
2018-01-13,163.0,88.0,20.0,36.0,6.0,15.0
2018-01-14,183.0,45.0,17.0,25.0,4.0,8.0
2018-01-15,86.0,111.0,24.0,21.0,2.0,5.0
2018-01-16,114.0,71.0,24.0,26.0,6.0,9.0
2018-01-17,107.0,70.0,5.0,42.0,6.0,10.0
2018-01-18,113.0,95.0,11.0,47.0,11.0,17.0
2018-01-19,156.0,59.0,13.0,30.0,5.0,8.0
2018-01-20,97.0,59.0,12.0,21.0,12.0,12.0
2018-01-21,103.0,44.0,26.0,13.0,3.0,5.0
2018-01-22,66.0,27.0,24.0,7.0,1.0,3.0
2018-01-23,37.0,27.0,25.0,15.0,3.0,3.0
2018-01-24,48.0,20.0,29.0,15.0,3.0,4.0
2018-01-25,32.0,35.0,12.0,25.0,3.0,2.0
2018-01-26,78.0,74.0,2.0,38.0,6.0,11.0
2018-01-27,168.0,50.0,28.0,7.0,2.0,1.0
2018-01-28,38.0,47.0,26.0,12.0,2.0,2.0
2018-01-29,36.0,31.0,28.0,14.0,2.0,2.0
2018-01-30,41.0,60.0,26.0,14.0,4.0,3.0
2018-01-31,62.0,67.0,28.0,21.0,6.0,6.0
2018-02-01,90.0,30.0,27.0,5.0,2.0,2.0
2018-02-02,37.0,20.0,25.0,8.0,2.0,2.0
2018-02-03,33.0,33.0,24.0,18.0,3.0,3.0
2018-02-04,58.0,23.0,27.0,6.0,1.0,1.0
2018-02-05,29.0,46.0,16.0,25.0,6.0,6.0
2018-02-06,98.0,44.0,31.0,15.0,5.0,6.0
2018-02-07,81.0,59.0,19.0,28.0,6.0,9.0
2018-02-08,126.0,86.0,29.0,19.0,5.0,6.0
2018-02-09,107.0,39.0,30.0,6.0,1.0,3.0
2018-02-10,44.0,72.0,28.0,3.0,1.0,2.0
2018-02-11,46.0,49.0,29.0,5.0,1.0,2.0
2018-02-12,43.0,72.0,20.0,37.0,8.0,12.0
2018-02-13,130.0,38.0,31.0,13.0,4.0,4.0
2018-02-14,55.0,48.0,34.0,11.0,6.0,4.0
2018-02-15,95.0,104.0,35.0,15.0,12.0,6.0
2018-02-16,166.0,70.0,21.0,17.0,7.0,12.0
2018-02-17,160.0,86.0,33.0,25.0,8.0,16.0
2018-02-18,181.0,105.0,28.0,21.0,16.0,20.0
2018-02-19,196.0,42.0,36.0,12.0,4.0,5.0
2018-02-20,102.0,49.0,35.0,16.0,8.0,6.0
2018-02-21,115.0,40.0,34.0,14.0,5.0,4.0
2018-02-22,55.0,50.0,34.0,20.0,4.0,6.0
2018-02-23,76.0,62.0,27.0,10.0,6.0,6.0
2018-02-24,85.0,59.0,28.0,21.0,7.0,7.0
2018-02-25,125.0,95.0,33.0,37.0,12.0,14.0
2018-02-26,184.0,127.0,32.0,28.0,6.0,18.0
2018-02-27,227.0,89.0,32.0,19.0,5.0,9.0
2018-02-28,160.0,42.0,32.0,7.0,1.0,2.0
2018-03-01,52.0,78.0,26.0,27.0,9.0,9.0
2018-03-02,158.0,138.0,17.0,46.0,12.0,19.0
2018-03-03,223.0,150.0,18.0,21.0,4.0,8.0
2018-03-04,136.0,93.0,27.0,20.0,4.0,7.0
2018-03-05,130.0,55.0,28.0,18.0,4.0,7.0
2018-03-06,117.0,56.0,19.0,24.0,5.0,6.0
2018-03-07,119.0,48.0,29.0,19.0,5.0,7.0
2018-03-08,107.0,81.0,36.0,31.0,8.0,10.0
2018-03-09,171.0,92.0,42.0,30.0,8.0,13.0
2018-03-10,176.0,70.0,28.0,19.0,10.0,12.0
2018-03-11,146.0,115.0,39.0,31.0,5.0,12.0
2018-03-12,198.0,217.71538633816067,68.0,53.0,6.0,14.0
2018-03-13,274.0,206.0,29.0,42.0,9.0,16.0
2018-03-14,255.0,32.0,40.0,7.0,3.0,3.0
2018-03-15,63.0,57.0,42.0,10.0,2.0,5.0
2018-03-16,88.0,55.0,12.0,30.0,4.0,7.0
2018-03-17,139.0,84.0,35.0,27.0,1.0,8.0
2018-03-18,172.0,42.0,39.0,23.0,2.0,6.0
2018-03-19,137.0,38.0,34.0,16.0,2.0,4.0
2018-03-20,76.0,61.0,29.0,25.0,5.0,6.0
2018-03-21,140.0,76.0,37.0,31.0,3.0,9.0
2018-03-22,163.0,87.0,20.0,44.0,7.0,14.0
2018-03-23,180.0,68.0,46.0,36.0,6.0,13.0
2018-03-24,179.0,67.0,57.0,28.0,4.0,5.0
2018-03-25,132.0,95.0,62.0,35.0,7.0,9.0
2018-03-26,181.0,132.0,50.0,54.0,7.0,13.0
2018-03-27,229.0,632.0,28.0,27.0,2.0,8.0
2018-03-28,194.0,111.0,30.0,21.0,9.0,8.0
2018-03-29,107.0,64.0,47.0,28.0,3.0,5.0
2018-03-30,113.0,98.0,55.0,42.0,8.0,9.0
2018-03-31,176.0,137.0,101.0,43.0,9.0,15.0
2018-04-01,223.0,159.0,65.0,35.0,5.0,16.0
2018-04-02,252.0,92.0,34.0,8.0,1.0,2.0
2018-04-03,54.0,25.0,25.0,16.0,1.0,3.0
2018-04-04,73.0,153.0,31.0,12.0,1.0,4.0
2018-04-05,127.0,79.0,35.0,2.0,2.0,1.0
2018-04-06,60.0,40.0,37.0,10.0,2.0,2.0
2018-04-07,54.0,67.0,34.0,25.0,3.0,4.0
2018-04-08,108.0,85.0,45.0,29.0,13.0,13.0
2018-04-09,158.0,81.0,34.0,20.0,7.0,9.0
2018-04-10,109.0,43.0,42.0,16.0,3.0,2.0
2018-04-11,119.0,77.0,40.0,20.0,4.0,5.0
2018-04-12,125.0,63.0,22.0,28.0,6.0,12.0
2018-04-13,124.0,142.0,38.0,6.0,2.0,2.0
2018-04-14,132.0,66.0,46.0,13.0,3.0,2.0
2018-04-15,108.0,108.0,62.0,24.0,6.0,5.0
2018-04-16,168.0,137.0,63.0,19.0,5.0,6.0
2018-04-17,171.0,131.0,74.0,19.0,4.0,7.0
2018-04-18,169.0,123.0,95.0,32.0,4.0,9.0
2018-04-19,177.0,102.0,110.0,20.0,7.0,12.0
2018-04-20,183.0,58.0,21.0,17.0,2.0,8.0
2018-04-21,123.0,27.0,27.0,8.0,0.0,2.0
2018-04-22,46.0,26.0,38.0,13.0,0.0,3.0
2018-04-23,59.0,39.0,42.0,23.0,0.0,3.0
2018-04-24,71.0,59.0,57.0,24.0,1.0,3.0
2018-04-25,97.0,87.0,67.0,29.0,4.0,7.0
2018-04-26,168.0,117.0,55.0,23.0,2.0,6.0
2018-04-27,127.0,115.0,103.0,30.0,3.0,7.0
2018-04-28,161.0,115.0,70.0,35.0,4.0,9.0
2018-04-29,202.0,54.0,42.0,11.0,2.0,5.0
2018-04-30,89.0,145.0,30.0,16.0,1.0,4.0
2018-05-01,122.0,45.0,37.0,13.0,0.14366181831392624,2.0
2018-05-02,68.0,43.0,40.0,13.0,1.0,1.0
2018-05-03,72.0,85.0,79.0,27.0,4.0,5.0
2018-05-04,148.0,182.0,30.0,26.0,3.0,4.0
2018-05-05,166.0,128.0,59.0,24.0,1.0,4.0
2018-05-06,140.0,98.0,66.0,21.0,4.0,6.0
2018-05-07,161.0,62.0,60.0,20.0,2.0,4.0
2018-05-08,110.0,67.0,85.0,24.0,3.0,5.0
2018-05-09,140.0,90.0,95.0,31.0,6.0,10.0
2018-05-10,170.0,74.0,39.0,23.0,2.0,7.0
2018-05-11,156.0,65.0,68.0,22.0,1.0,14.0
2018-05-12,188.0,66.0,85.0,22.0,1.0,5.0
2018-05-13,124.0,92.0,116.0,21.0,4.0,11.0
2018-05-14,185.0,78.0,54.0,20.0,2.0,10.0
2018-05-15,155.0,78.0,77.0,17.0,2.0,17.0
2018-05-16,178.0,47.0,29.0,16.0,2.0,9.0
2018-05-17,111.0,45.0,64.0,16.0,2.0,4.0
2018-05-18,73.0,59.0,75.0,21.0,3.0,6.0
2018-05-19,106.0,43.0,43.0,15.0,3.0,8.0
2018-05-20,112.0,49.0,25.0,21.0,1.0,9.0
2018-05-21,146.0,125.0,37.0,12.0,0.6477454834265215,4.0
2018-05-22,130.0,159.0,66.0,22.0,2.0,3.0
2018-05-23,163.0,95.0,105.0,27.0,4.0,6.0
2018-05-24,159.0,78.0,109.0,17.0,5.0,6.0
2018-05-25,156.0,94.0,65.0,14.0,2.0,7.0
2018-05-26,187.0,76.0,54.0,16.0,1.0,2.0
2018-05-27,158.0,171.0,34.0,11.0,1.0,1.0
2018-05-28,121.0,39.0,43.0,19.0,1.0,2.0
2018-05-29,68.0,37.0,70.0,21.0,1.0,3.0
2018-05-30,106.0,50.0,106.0,22.0,4.0,7.0
2018-05-31,115.0,52.0,83.0,24.0,1.0,4.0
2018-06-01,120.0,71.0,124.0,26.0,4.0,7.0
2018-06-02,149.0,74.0,56.0,17.0,3.0,6.0
2018-06-03,152.0,65.0,70.0,25.0,1.0,5.0
2018-06-04,114.0,77.0,105.0,22.0,4.0,5.0
2018-06-05,117.0,87.0,118.0,18.0,5.0,7.0
2018-06-06,149.0,45.0,66.0,12.0,2.0,5.0
2018-06-07,100.0,30.0,62.0,18.0,1.0,4.0
2018-06-08,66.0,39.0,42.0,15.0,1.0,5.0
2018-06-09,65.0,40.0,75.0,11.0,1.0,7.0
2018-06-10,113.0,54.0,77.0,14.0,1.0,8.0
2018-06-11,146.0,73.0,103.0,26.0,1.0,10.0
2018-06-12,161.0,39.0,41.0,17.0,2.0,9.0
2018-06-13,112.0,35.0,93.0,22.0,1.0,7.0
2018-06-14,92.0,55.0,103.0,17.0,2.0,14.0
2018-06-15,157.0,70.0,111.0,15.0,1.0,9.0
2018-06-16,153.0,58.0,81.0,16.0,1.0,10.0
2018-06-17,118.0,62.0,111.0,20.0,1.0,10.0
2018-06-18,150.0,61.0,92.0,15.0,2.0,11.0
2018-06-19,129.0,43.0,71.0,20.0,1.0,7.0
2018-06-20,108.0,52.0,119.0,23.0,5.0,8.0
2018-06-21,91.0,67.0,78.0,33.0,5.0,12.0
2018-06-22,131.0,67.0,150.0,15.0,3.0,9.0
2018-06-23,129.0,70.0,137.0,10.0,3.0,8.0
2018-06-24,116.0,81.0,95.0,20.0,4.0,10.0
2018-06-25,144.0,68.0,118.0,16.0,2.0,17.0
2018-06-26,171.0,47.0,43.0,19.0,1.0,6.0
2018-06-27,73.0,23.0,54.0,10.0,1.0,2.0
2018-06-28,23.0,52.0,81.0,23.0,1.0,5.0
2018-06-29,60.0,60.0,128.0,17.0,2.0,9.0
2018-06-30,91.0,49.0,83.0,16.0,1.0,11.0
2018-07-01,115.0,45.0,87.0,11.0,1.0,8.0
2018-07-02,202.0,49.0,89.0,16.0,1.0,9.0
2018-07-03,205.0,61.0,121.0,18.0,1.0,9.0
2018-07-04,92.0,82.0,120.0,18.0,2.0,11.0
2018-07-05,97.0,48.0,118.0,13.0,1.0,9.0
2018-07-06,87.0,49.0,22.0,11.0,1.0,8.0
2018-07-07,90.0,52.0,86.0,13.0,1.0,8.0
2018-07-08,83.0,62.0,35.0,14.0,1.0,9.0
2018-07-09,103.0,37.0,42.0,9.0,1.0059917869403288,6.0
2018-07-10,78.0,37.0,25.0,17.0,1.0,5.0
2018-07-11,65.0,39.0,32.0,18.0,1.0,9.0
2018-07-12,84.0,41.0,41.0,24.0,1.0,9.0
2018-07-13,94.0,48.0,85.0,12.0,1.0,8.0
2018-07-14,100.0,51.0,88.0,15.0,1.0,9.0
2018-07-15,119.0,35.0,28.0,14.0,1.0,7.0
2018-07-16,58.0,14.0,27.0,15.0,1.0,6.0
2018-07-17,46.0,226.0,54.0,15.0,1.0,13.0
2018-07-18,143.0,52.0,66.0,19.0,1.0,9.0
2018-07-19,116.0,54.0,90.0,13.0,1.0,9.0
2018-07-20,136.0,61.0,109.0,12.0,1.0,8.0
2018-07-21,124.0,51.0,56.0,16.0,1.0,9.0
2018-07-22,92.0,54.0,84.0,14.0,1.0,9.0
2018-07-23,109.0,29.0,36.0,11.0,1.0,6.0
2018-07-24,46.0,16.0,49.0,9.0,1.0,4.0
2018-07-25,28.0,26.0,79.0,14.0,1.0513720762680727,5.0
2018-07-26,38.0,50.0,80.0,12.0,1.0,11.0
2018-07-27,97.0,57.0,98.0,12.0,1.0,11.0
2018-07-28,119.0,72.0,103.0,14.0,1.0,14.0
2018-07-29,154.0,66.0,109.0,15.0,1.0,11.0
2018-07-30,142.0,71.0,130.0,18.0,9.0,13.0
2018-07-31,135.0,66.0,128.0,17.0,1.0,11.0
2018-08-01,134.0,78.0,119.0,8.0,8.0,16.0
2018-08-02,160.0,65.0,103.0,12.0,1.0,10.0
2018-08-03,126.0,77.0,128.0,13.0,12.0,12.0
2018-08-04,144.0,46.0,64.0,6.0,1.0,7.0
2018-08-05,84.0,46.0,23.0,11.0,8.0,14.0
2018-08-06,91.0,55.0,78.0,9.0,2.0,10.0
2018-08-07,123.0,18.0,35.0,10.0,8.0,10.0
2018-08-08,61.0,35.0,88.0,15.0,13.162299067310578,10.0
2018-08-09,72.0,49.0,117.0,15.0,9.0,10.0
2018-08-10,88.0,51.0,78.0,8.0,1.0,11.0
2018-08-11,108.0,49.0,61.0,8.0,8.0,12.0
2018-08-12,132.0,49.0,71.0,8.0,1.0,9.0
2018-08-13,105.0,22.0,28.0,9.0,8.0,9.0
2018-08-14,81.0,29.0,43.0,13.0,1.0,6.0
2018-08-15,45.0,29.0,70.0,11.0,8.0,5.0
2018-08-16,43.0,61.0,124.0,20.0,1.0,6.0
2018-08-17,95.0,30.0,48.0,11.0,8.0,7.0
2018-08-18,47.0,35.0,29.0,17.0,1.0,7.0
2018-08-19,57.0,39.0,74.0,11.0,8.0,9.0
2018-08-20,72.0,30.0,49.0,13.0,1.0,4.0
2018-08-21,41.0,53.0,31.0,25.0,11.0,8.0
2018-08-22,62.0,39.0,60.0,19.0,1.0,5.0
2018-08-23,57.0,31.0,46.0,15.0,8.0,6.0
2018-08-24,39.0,54.0,96.0,19.0,2.0,6.0
2018-08-25,75.0,69.0,99.0,13.0,8.0,10.0
2018-08-26,130.0,68.0,105.0,13.0,4.0,10.0
2018-08-27,133.0,60.0,81.0,17.0,7.0,11.0
2018-08-28,126.0,23.0,47.0,11.0,1.0,3.0
2018-08-29,25.0,44.0,39.0,14.0,8.0,8.0
2018-08-30,55.0,30.0,78.0,14.0,1.0,5.0
2018-08-31,48.0,46.0,70.0,13.0,7.0,11.0
2018-09-01,113.0,45.0,63.0,7.0,1.0,7.0
2018-09-02,103.0,19.0,33.0,9.0,7.0,7.0
2018-09-03,82.0,17.0,38.0,12.0,1.0,2.0
2018-09-04,29.0,31.0,51.0,14.0,2.0,3.0
2018-09-05,44.0,34.0,28.0,8.0,1.0,3.0
2018-09-06,35.0,15.0,29.0,7.0,1.0,1.0
2018-09-07,21.0,21.0,37.0,10.0,1.0,2.0
2018-09-08,29.0,53.0,62.0,18.0,3.0,5.0
2018-09-09,72.0,63.0,69.0,24.0,4.0,9.0
2018-09-10,115.0,61.0,68.0,16.0,4.0,7.0
2018-09-11,105.0,61.0,87.0,16.0,3.0,7.0
2018-09-12,110.0,74.0,82.0,27.0,3.0,9.0
2018-09-13,157.0,85.0,79.0,30.0,3.0,10.0
2018-09-14,169.0,22.0,25.0,8.0,1.0,3.0
2018-09-15,42.0,22.0,36.0,11.0,1.0,1.0
2018-09-16,25.0,37.0,30.0,18.0,1.0,2.0
2018-09-17,46.0,48.0,26.0,20.0,1.0,4.0
2018-09-18,63.0,55.0,14.0,27.0,1.0,7.0
2018-09-19,81.0,62.0,53.0,22.0,2.0,7.0
2018-09-20,115.0,43.0,24.0,12.0,1.0,3.0
2018-09-21,48.0,23.0,26.0,5.0,1.0,2.0
2018-09-22,17.0,24.0,23.0,10.0,1.0,2.0
2018-09-23,25.0,22.0,29.0,11.0,1.0,2.0
2018-09-24,29.0,46.0,36.0,14.0,2.0,5.0
2018-09-25,68.0,52.0,36.0,18.0,2.0,5.0
2018-09-26,92.0,71.0,31.0,29.0,3.0,9.0
2018-09-27,144.0,57.0,34.0,19.0,7.2356836662675,7.0
2018-09-28,131.0,15.0,26.0,13.0,7.0,5.0
2018-09-29,27.0,16.0,27.0,9.0,1.0,2.0
2018-09-30,20.0,17.0,33.0,6.0,7.0,4.0
2018-10-01,32.0,25.0,34.0,15.0,1.0,4.0
2018-10-02,38.0,33.0,32.0,21.0,1.0,4.0
2018-10-03,51.0,59.0,58.0,24.0,5.0,9.0
2018-10-04,114.0,72.0,55.0,25.0,4.0,10.0
2018-10-05,161.0,18.0,25.0,7.0,1.0,3.0
2018-10-06,29.0,30.0,26.0,16.0,1.0,3.0
2018-10-07,38.0,35.0,30.0,16.0,1.0,3.0
2018-10-08,48.0,13.0,19.0,4.0,1.0,2.0
2018-10-09,19.0,18.0,20.0,11.0,1.0,2.0
2018-10-10,28.0,24.0,22.0,13.0,1.0,3.0
2018-10-11,32.0,63.0,31.0,26.0,2.0,5.0
2018-10-12,107.0,76.0,32.0,33.0,4.0,10.0
2018-10-13,165.0,108.0,38.0,39.0,3.0,12.0
2018-10-14,200.0,117.0,18.0,34.0,3.0,15.0
2018-10-15,204.0,59.0,29.0,14.0,2.0,9.0
2018-10-16,140.0,38.0,24.0,20.0,1.0,6.0
2018-10-17,96.0,49.0,25.0,25.0,1.0,6.0
2018-10-18,100.0,51.0,27.0,28.0,1.0,6.0
2018-10-19,116.0,64.0,30.0,34.0,3.0,8.0
2018-10-20,153.0,88.0,13.0,43.0,4.0,14.0
2018-10-21,186.0,83.0,27.0,28.0,3.0,12.0
2018-10-22,211.0,35.0,21.0,14.0,1.0,3.0
2018-10-23,45.0,73.0,13.0,33.0,2.0,8.0
2018-10-24,125.0,91.0,19.0,39.0,5.0,14.0
2018-10-25,163.0,48.0,20.0,6.0,2.0,2.0
2018-10-26,25.0,35.0,26.0,14.0,2.0,2.0
2018-10-27,42.0,37.0,27.0,4.0,1.0,1.0
2018-10-28,17.0,18.0,22.0,9.0,2.0,2.0
2018-10-29,21.0,29.0,24.0,18.0,2.0,3.0
2018-10-30,44.0,50.0,16.0,24.0,3.0,7.0
2018-10-31,83.0,55.0,22.0,29.0,3.0,9.0
2018-11-01,116.0,92.0,7.0,51.0,4.0,14.0
2018-11-02,188.0,98.0,34.0,44.0,4.0,15.0
2018-11-03,205.0,58.0,6.0,26.0,1.0,8.0
2018-11-04,130.0,31.0,10.0,19.0,1.0,4.0
2018-11-05,67.0,30.0,14.0,18.0,2.4376382243591292,3.0
2018-11-06,52.0,46.0,4.0,24.0,3.5008689386715632,6.0
2018-11-07,82.0,80.0,3.0,36.0,3.0,11.0
2018-11-08,156.0,54.0,19.0,23.0,1.0,6.0
2018-11-09,91.0,35.0,13.0,18.0,1.0,4.0
2018-11-10,48.0,64.0,21.0,26.0,2.0,7.0
2018-11-11,119.0,84.0,14.0,34.0,3.0,10.0
2018-11-12,176.0,104.0,12.0,39.0,2.0,17.0
2018-11-13,236.0,66.08111663813193,11.0,37.0,1.0,20.0
2018-11-14,272.0,18.0,23.0,15.0,0.19186955463333094,7.0
2018-11-15,100.0,24.0,19.0,10.0,1.0,3.0
2018-11-16,35.0,60.0,8.0,28.0,3.0,6.0
2018-11-17,110.0,62.0,23.0,20.0,2.0,6.0
2018-11-18,94.0,74.0,3.0,33.0,6.0,10.0
2018-11-19,122.0,66.0,19.0,25.0,3.0,7.0
2018-11-20,111.0,45.0,20.0,18.0,2.0,5.0
2018-11-21,75.0,56.0,12.0,27.0,3.0,7.0
2018-11-22,90.0,75.0,2.0,31.0,8.0,13.0
2018-11-23,151.0,76.0,18.0,28.0,5.0,10.0
2018-11-24,157.0,83.0,8.0,35.0,3.0,12.0
2018-11-25,170.0,134.0,3.0,56.0,6.0,23.0
2018-11-26,295.0,210.0,23.0,15.0,1.0,5.0
